entry_time,exit_time,direction,entry,sl,tp,exit_price,pnl,result,risk_pts,month
2025-04-12 22:50:00+00:00,2025-04-12 23:20:00+00:00,SELL,85323.5,85423.5,85173.5,85173.5,150.0,TP,100.0,2025-04
2025-04-13 00:25:00+00:00,2025-04-13 00:30:00+00:00,SELL,85229.0,85329.0,85079.0,85079.0,150.0,TP,100.0,2025-04
2025-04-13 02:15:00+00:00,2025-04-13 02:20:00+00:00,SELL,85071.0,85171.0,84921.0,84921.0,150.0,TP,100.0,2025-04
2025-04-13 03:15:00+00:00,2025-04-13 03:20:00+00:00,SELL,85214.0,85314.0,85064.0,85314.0,-100.0,SL,100.0,2025-04
2025-04-13 05:45:00+00:00,2025-04-13 06:00:00+00:00,SELL,84428.5,84528.5,84278.5,84528.5,-100.0,SL,100.0,2025-04
2025-04-13 06:25:00+00:00,2025-04-13 06:55:00+00:00,BUY,84700.0,84600.0,84850.0,84600.0,-100.0,SL,100.0,2025-04
2025-04-13 09:25:00+00:00,2025-04-13 09:40:00+00:00,BUY,84686.0,84586.0,84836.0,84836.0,150.0,TP,100.0,2025-04
2025-04-13 15:05:00+00:00,2025-04-13 15:10:00+00:00,SELL,83698.5,83798.5,83548.5,83798.5,-100.0,SL,100.0,2025-04
2025-04-13 18:15:00+00:00,2025-04-13 18:30:00+00:00,SELL,84553.5,84653.5,84403.5,84653.5,-100.0,SL,100.0,2025-04
2025-04-13 21:35:00+00:00,2025-04-13 21:40:00+00:00,SELL,83011.0,83111.0,82861.0,83111.0,-100.0,SL,100.0,2025-04
2025-04-13 23:00:00+00:00,2025-04-13 23:05:00+00:00,SELL,83181.0,83281.0,83031.0,83281.0,-100.0,SL,100.0,2025-04
2025-04-14 01:50:00+00:00,2025-04-14 01:55:00+00:00,SELL,84249.0,84349.0,84099.0,84099.0,150.0,TP,100.0,2025-04
2025-04-14 05:05:00+00:00,2025-04-14 05:30:00+00:00,SELL,84690.5,84790.5,84540.5,84540.5,150.0,TP,100.0,2025-04
2025-04-14 06:05:00+00:00,2025-04-14 06:10:00+00:00,SELL,84319.0,84419.0,84169.0,84419.0,-100.0,SL,100.0,2025-04
2025-04-14 07:10:00+00:00,2025-04-14 07:15:00+00:00,SELL,84290.5,84390.5,84140.5,84390.5,-100.0,SL,100.0,2025-04
2025-04-14 08:40:00+00:00,2025-04-14 08:45:00+00:00,BUY,84763.0,84663.0,84913.0,84913.0,150.0,TP,100.0,2025-04
2025-04-14 11:05:00+00:00,2025-04-14 11:10:00+00:00,BUY,84785.0,84685.0,84935.0,84685.0,-100.0,SL,100.0,2025-04
2025-04-14 11:25:00+00:00,2025-04-14 12:05:00+00:00,BUY,84846.5,84746.5,84996.5,84746.5,-100.0,SL,100.0,2025-04
2025-04-14 13:30:00+00:00,2025-04-14 13:35:00+00:00,SELL,84709.0,84809.0,84559.0,84559.0,150.0,TP,100.0,2025-04
2025-04-14 17:15:00+00:00,2025-04-14 17:20:00+00:00,SELL,84278.5,84378.5,84128.5,84378.5,-100.0,SL,100.0,2025-04
2025-04-14 21:10:00+00:00,2025-04-14 21:20:00+00:00,BUY,84891.0,84791.0,85041.0,84791.0,-100.0,SL,100.0,2025-04
2025-04-14 22:30:00+00:00,2025-04-14 22:50:00+00:00,BUY,84581.0,84481.0,84731.0,84481.0,-100.0,SL,100.0,2025-04
2025-04-14 23:05:00+00:00,2025-04-14 23:20:00+00:00,BUY,84551.0,84451.0,84701.0,84701.0,150.0,TP,100.0,2025-04
2025-04-15 04:00:00+00:00,2025-04-15 04:05:00+00:00,BUY,85395.5,85295.5,85545.5,85295.5,-100.0,SL,100.0,2025-04
2025-04-15 04:20:00+00:00,2025-04-15 04:40:00+00:00,SELL,85191.5,85291.5,85041.5,85291.5,-100.0,SL,100.0,2025-04
2025-04-15 05:30:00+00:00,2025-04-15 05:35:00+00:00,SELL,85496.5,85596.5,85346.5,85596.5,-100.0,SL,100.0,2025-04
2025-04-15 07:00:00+00:00,2025-04-15 07:20:00+00:00,BUY,85534.5,85434.5,85684.5,85684.5,150.0,TP,100.0,2025-04
2025-04-15 08:00:00+00:00,2025-04-15 08:10:00+00:00,BUY,85720.5,85620.5,85870.5,85870.5,150.0,TP,100.0,2025-04
2025-04-15 09:30:00+00:00,2025-04-15 09:35:00+00:00,SELL,85713.0,85813.0,85563.0,85563.0,150.0,TP,100.0,2025-04
2025-04-15 12:00:00+00:00,2025-04-15 12:20:00+00:00,BUY,85588.0,85488.0,85738.0,85488.0,-100.0,SL,100.0,2025-04
2025-04-15 13:55:00+00:00,2025-04-15 14:00:00+00:00,SELL,85554.0,85654.0,85404.0,85404.0,150.0,TP,100.0,2025-04
2025-04-15 15:20:00+00:00,2025-04-15 15:25:00+00:00,BUY,85290.0,85190.0,85440.0,85190.0,-100.0,SL,100.0,2025-04
2025-04-15 19:50:00+00:00,2025-04-15 19:55:00+00:00,BUY,84051.0,83951.0,84201.0,83951.0,-100.0,SL,100.0,2025-04
2025-04-15 20:10:00+00:00,2025-04-15 20:25:00+00:00,BUY,84049.5,83949.5,84199.5,83949.5,-100.0,SL,100.0,2025-04
2025-04-15 21:00:00+00:00,2025-04-15 21:05:00+00:00,BUY,84068.0,83968.0,84218.0,83968.0,-100.0,SL,100.0,2025-04
2025-04-15 22:00:00+00:00,2025-04-15 22:05:00+00:00,SELL,83894.5,83994.5,83744.5,83994.5,-100.0,SL,100.0,2025-04
2025-04-15 22:30:00+00:00,2025-04-15 22:45:00+00:00,BUY,83942.5,83842.5,84092.5,83842.5,-100.0,SL,100.0,2025-04
2025-04-15 23:05:00+00:00,2025-04-15 23:20:00+00:00,SELL,83639.5,83739.5,83489.5,83739.5,-100.0,SL,100.0,2025-04
2025-04-16 01:20:00+00:00,2025-04-16 01:30:00+00:00,BUY,83476.0,83376.0,83626.0,83376.0,-100.0,SL,100.0,2025-04
2025-04-16 03:40:00+00:00,2025-04-16 04:15:00+00:00,SELL,83675.0,83775.0,83525.0,83525.0,150.0,TP,100.0,2025-04
2025-04-16 05:20:00+00:00,2025-04-16 05:25:00+00:00,SELL,83436.0,83536.0,83286.0,83286.0,150.0,TP,100.0,2025-04
2025-04-16 06:15:00+00:00,2025-04-16 06:45:00+00:00,BUY,83481.0,83381.0,83631.0,83631.0,150.0,TP,100.0,2025-04
2025-04-16 08:25:00+00:00,2025-04-16 08:30:00+00:00,BUY,83382.5,83382.5,83532.5,83532.5,150.0,TP,0.0,2025-04
2025-04-16 10:15:00+00:00,2025-04-16 10:50:00+00:00,BUY,83781.0,83681.0,83931.0,83931.0,150.0,TP,100.0,2025-04
2025-04-16 11:45:00+00:00,2025-04-16 12:25:00+00:00,BUY,84029.5,83929.5,84179.5,84179.5,150.0,TP,100.0,2025-04
2025-04-16 13:30:00+00:00,2025-04-16 13:35:00+00:00,BUY,83813.5,83713.5,83963.5,83963.5,150.0,TP,100.0,2025-04
2025-04-16 13:55:00+00:00,2025-04-16 14:00:00+00:00,SELL,83565.0,83665.0,83415.0,83665.0,-100.0,SL,100.0,2025-04
2025-04-16 15:10:00+00:00,2025-04-16 15:15:00+00:00,BUY,84815.5,84715.5,84965.5,84715.5,-100.0,SL,100.0,2025-04
2025-04-16 16:05:00+00:00,2025-04-16 16:10:00+00:00,BUY,85013.5,84913.5,85163.5,84913.5,-100.0,SL,100.0,2025-04
2025-04-16 20:40:00+00:00,2025-04-16 20:45:00+00:00,SELL,84318.0,84418.0,84168.0,84418.0,-100.0,SL,100.0,2025-04
2025-04-17 08:15:00+00:00,2025-04-17 08:50:00+00:00,SELL,84566.0,84666.0,84416.0,84416.0,150.0,TP,100.0,2025-04
2025-04-17 10:10:00+00:00,2025-04-17 10:20:00+00:00,SELL,84311.0,84411.0,84161.0,84161.0,150.0,TP,100.0,2025-04
2025-04-17 11:00:00+00:00,2025-04-17 11:10:00+00:00,BUY,84353.5,84253.5,84503.5,84253.5,-100.0,SL,100.0,2025-04
2025-04-17 14:45:00+00:00,2025-04-17 14:50:00+00:00,BUY,84170.5,84070.5,84320.5,84070.5,-100.0,SL,100.0,2025-04
2025-04-17 16:05:00+00:00,2025-04-17 16:10:00+00:00,BUY,84668.0,84568.0,84818.0,84568.0,-100.0,SL,100.0,2025-04
2025-04-17 18:50:00+00:00,2025-04-17 18:55:00+00:00,SELL,85021.5,85121.5,84871.5,85121.5,-100.0,SL,100.0,2025-04
2025-04-17 20:05:00+00:00,2025-04-17 20:15:00+00:00,BUY,85047.5,84947.5,85197.5,84947.5,-100.0,SL,100.0,2025-04
2025-04-17 22:35:00+00:00,2025-04-17 22:50:00+00:00,SELL,84848.5,84948.5,84698.5,84698.5,150.0,TP,100.0,2025-04
2025-04-17 23:45:00+00:00,2025-04-18 00:00:00+00:00,SELL,84839.0,84939.0,84689.0,84939.0,-100.0,SL,100.0,2025-04
2025-04-18 02:25:00+00:00,2025-04-18 03:00:00+00:00,BUY,84906.0,84806.0,85056.0,84806.0,-100.0,SL,100.0,2025-04
2025-04-18 04:05:00+00:00,2025-04-18 05:10:00+00:00,SELL,84690.5,84790.5,84540.5,84540.5,150.0,TP,100.0,2025-04
2025-04-18 07:10:00+00:00,2025-04-18 07:20:00+00:00,SELL,84599.0,84699.0,84449.0,84449.0,150.0,TP,100.0,2025-04
2025-04-18 08:55:00+00:00,2025-04-18 12:00:00+00:00,SELL,84561.0,84661.0,84411.0,84661.0,-100.0,SL,100.0,2025-04
2025-04-18 12:35:00+00:00,2025-04-18 12:50:00+00:00,BUY,84720.0,84620.0,84870.0,84620.0,-100.0,SL,100.0,2025-04
2025-04-18 14:15:00+00:00,2025-04-18 14:40:00+00:00,SELL,84432.5,84532.5,84282.5,84532.5,-100.0,SL,100.0,2025-04
2025-04-18 16:00:00+00:00,2025-04-18 16:05:00+00:00,SELL,84305.5,84405.5,84155.5,84405.5,-100.0,SL,100.0,2025-04
2025-04-18 16:15:00+00:00,2025-04-18 18:15:00+00:00,BUY,84429.0,84329.0,84579.0,84579.0,150.0,TP,100.0,2025-04
2025-04-18 20:05:00+00:00,2025-04-18 21:30:00+00:00,SELL,84471.0,84571.0,84321.0,84571.0,-100.0,SL,100.0,2025-04
2025-04-19 00:05:00+00:00,2025-04-19 01:05:00+00:00,SELL,84386.0,84486.0,84236.0,84486.0,-100.0,SL,100.0,2025-04
2025-04-19 02:10:00+00:00,2025-04-19 02:25:00+00:00,BUY,84560.0,84460.0,84710.0,84710.0,150.0,TP,100.0,2025-04
2025-04-19 07:20:00+00:00,2025-04-19 07:25:00+00:00,BUY,85006.0,84906.0,85156.0,85156.0,150.0,TP,100.0,2025-04
2025-04-19 10:15:00+00:00,2025-04-19 13:10:00+00:00,SELL,85181.5,85281.5,85031.5,85281.5,-100.0,SL,100.0,2025-04
2025-04-19 15:20:00+00:00,2025-04-19 15:30:00+00:00,BUY,85458.0,85358.0,85608.0,85358.0,-100.0,SL,100.0,2025-04
2025-04-19 16:25:00+00:00,2025-04-19 16:35:00+00:00,SELL,85099.0,85199.0,84949.0,84949.0,150.0,TP,100.0,2025-04
2025-04-19 20:50:00+00:00,2025-04-19 21:10:00+00:00,SELL,85164.0,85264.0,85014.0,85264.0,-100.0,SL,100.0,2025-04
2025-04-19 22:30:00+00:00,2025-04-19 23:05:00+00:00,BUY,85257.0,85157.0,85407.0,85157.0,-100.0,SL,100.0,2025-04
2025-04-20 00:10:00+00:00,2025-04-20 01:25:00+00:00,BUY,85113.5,85013.5,85263.5,85263.5,150.0,TP,100.0,2025-04
2025-04-20 01:50:00+00:00,2025-04-20 02:20:00+00:00,BUY,85265.0,85165.0,85415.0,85165.0,-100.0,SL,100.0,2025-04
2025-04-20 06:10:00+00:00,2025-04-20 06:40:00+00:00,BUY,85118.0,85018.0,85268.0,85018.0,-100.0,SL,100.0,2025-04
2025-04-20 12:00:00+00:00,2025-04-20 12:05:00+00:00,BUY,84112.0,84012.0,84262.0,84262.0,150.0,TP,100.0,2025-04
2025-04-20 13:35:00+00:00,2025-04-20 14:00:00+00:00,BUY,84345.5,84245.5,84495.5,84245.5,-100.0,SL,100.0,2025-04
2025-04-20 15:05:00+00:00,2025-04-20 15:25:00+00:00,SELL,84473.5,84573.5,84323.5,84323.5,150.0,TP,100.0,2025-04
2025-04-20 15:50:00+00:00,2025-04-20 16:15:00+00:00,SELL,84317.0,84417.0,84167.0,84417.0,-100.0,SL,100.0,2025-04
2025-04-20 17:45:00+00:00,2025-04-20 19:50:00+00:00,BUY,84467.0,84367.0,84617.0,84617.0,150.0,TP,100.0,2025-04
2025-04-20 20:40:00+00:00,2025-04-20 20:45:00+00:00,BUY,85198.0,85098.0,85348.0,85098.0,-100.0,SL,100.0,2025-04
2025-04-20 22:00:00+00:00,2025-04-20 22:20:00+00:00,SELL,84879.0,84979.0,84729.0,84729.0,150.0,TP,100.0,2025-04
2025-04-21 04:20:00+00:00,2025-04-21 04:40:00+00:00,SELL,87115.5,87215.5,86965.5,87215.5,-100.0,SL,100.0,2025-04
2025-04-21 07:45:00+00:00,2025-04-21 07:50:00+00:00,BUY,87559.5,87459.5,87709.5,87459.5,-100.0,SL,100.0,2025-04
2025-04-21 09:00:00+00:00,2025-04-21 09:05:00+00:00,SELL,87509.0,87609.0,87359.0,87609.0,-100.0,SL,100.0,2025-04
2025-04-21 11:05:00+00:00,2025-04-21 11:15:00+00:00,SELL,87211.5,87311.5,87061.5,87061.5,150.0,TP,100.0,2025-04
2025-04-21 13:20:00+00:00,2025-04-21 13:30:00+00:00,BUY,87077.0,86977.0,87227.0,87227.0,150.0,TP,100.0,2025-04
2025-04-21 15:15:00+00:00,2025-04-21 15:20:00+00:00,BUY,88238.5,88138.5,88388.5,88138.5,-100.0,SL,100.0,2025-04
2025-04-21 18:15:00+00:00,2025-04-21 18:20:00+00:00,BUY,86996.0,86896.0,87146.0,86896.0,-100.0,SL,100.0,2025-04
2025-04-21 19:05:00+00:00,2025-04-21 19:15:00+00:00,BUY,86996.5,86896.5,87146.5,87146.5,150.0,TP,100.0,2025-04
2025-04-21 20:05:00+00:00,2025-04-21 20:55:00+00:00,SELL,87189.0,87289.0,87039.0,87289.0,-100.0,SL,100.0,2025-04
2025-04-21 21:30:00+00:00,2025-04-21 21:40:00+00:00,SELL,87120.0,87220.0,86970.0,87220.0,-100.0,SL,100.0,2025-04
2025-04-21 22:00:00+00:00,2025-04-21 22:05:00+00:00,SELL,87120.0,87220.0,86970.0,86970.0,150.0,TP,100.0,2025-04
2025-04-22 00:30:00+00:00,2025-04-22 00:35:00+00:00,SELL,87436.5,87436.5,87286.5,87286.5,150.0,TP,0.0,2025-04
2025-04-22 00:45:00+00:00,2025-04-22 00:50:00+00:00,SELL,87262.0,87362.0,87112.0,87362.0,-100.0,SL,100.0,2025-04
2025-04-22 03:55:00+00:00,2025-04-22 04:00:00+00:00,SELL,88026.5,88126.5,87876.5,88126.5,-100.0,SL,100.0,2025-04
2025-04-22 05:30:00+00:00,2025-04-22 06:00:00+00:00,BUY,88260.5,88160.5,88410.5,88410.5,150.0,TP,100.0,2025-04
2025-04-22 10:20:00+00:00,2025-04-22 10:25:00+00:00,SELL,88418.5,88518.5,88268.5,88268.5,150.0,TP,100.0,2025-04
2025-04-22 11:40:00+00:00,2025-04-22 11:45:00+00:00,SELL,88478.0,88578.0,88328.0,88578.0,-100.0,SL,100.0,2025-04
2025-04-22 12:40:00+00:00,2025-04-22 12:45:00+00:00,SELL,88556.0,88656.0,88406.0,88656.0,-100.0,SL,100.0,2025-04
2025-04-22 16:00:00+00:00,2025-04-22 16:05:00+00:00,BUY,90926.0,90826.0,91076.0,90826.0,-100.0,SL,100.0,2025-04
2025-04-22 17:00:00+00:00,2025-04-22 17:05:00+00:00,BUY,90797.0,90697.0,90947.0,90947.0,150.0,TP,100.0,2025-04
2025-04-22 17:25:00+00:00,2025-04-22 17:30:00+00:00,BUY,90897.0,90797.0,91047.0,91047.0,150.0,TP,100.0,2025-04
2025-04-22 18:10:00+00:00,2025-04-22 18:15:00+00:00,SELL,91158.5,91258.5,91008.5,91258.5,-100.0,SL,100.0,2025-04
2025-04-22 18:25:00+00:00,2025-04-22 18:35:00+00:00,SELL,91099.0,91199.0,90949.0,91199.0,-100.0,SL,100.0,2025-04
2025-04-22 19:35:00+00:00,2025-04-22 19:40:00+00:00,SELL,91267.0,91267.0,91117.0,91117.0,150.0,TP,0.0,2025-04
2025-04-22 21:05:00+00:00,2025-04-22 21:15:00+00:00,BUY,91158.5,91058.5,91308.5,91308.5,150.0,TP,100.0,2025-04
2025-04-22 23:05:00+00:00,2025-04-22 23:10:00+00:00,BUY,93017.0,92917.0,93167.0,93167.0,150.0,TP,100.0,2025-04
2025-04-23 01:05:00+00:00,2025-04-23 01:10:00+00:00,BUY,93168.0,93068.0,93318.0,93318.0,150.0,TP,100.0,2025-04
2025-04-23 06:05:00+00:00,2025-04-23 06:10:00+00:00,BUY,93563.5,93463.5,93713.5,93713.5,150.0,TP,100.0,2025-04
2025-04-23 09:25:00+00:00,2025-04-23 09:35:00+00:00,SELL,94100.5,94200.5,93950.5,93950.5,150.0,TP,100.0,2025-04
2025-04-23 11:20:00+00:00,2025-04-23 11:25:00+00:00,BUY,93720.5,93620.5,93870.5,93620.5,-100.0,SL,100.0,2025-04
2025-04-23 12:05:00+00:00,2025-04-23 12:10:00+00:00,BUY,93576.0,93476.0,93726.0,93726.0,150.0,TP,100.0,2025-04
2025-04-23 13:35:00+00:00,2025-04-23 13:40:00+00:00,SELL,93676.5,93776.5,93526.5,93776.5,-100.0,SL,100.0,2025-04
2025-04-23 15:35:00+00:00,2025-04-23 15:40:00+00:00,BUY,92621.5,92521.5,92771.5,92521.5,-100.0,SL,100.0,2025-04
2025-04-23 17:55:00+00:00,2025-04-23 18:10:00+00:00,BUY,93886.5,93786.5,94036.5,94036.5,150.0,TP,100.0,2025-04
2025-04-23 19:40:00+00:00,2025-04-23 19:50:00+00:00,BUY,93349.0,93249.0,93499.0,93499.0,150.0,TP,100.0,2025-04
2025-04-23 21:10:00+00:00,2025-04-23 21:25:00+00:00,BUY,93812.5,93712.5,93962.5,93712.5,-100.0,SL,100.0,2025-04
2025-04-23 21:40:00+00:00,2025-04-23 21:55:00+00:00,SELL,93515.5,93615.5,93365.5,93365.5,150.0,TP,100.0,2025-04
2025-04-23 23:00:00+00:00,2025-04-23 23:05:00+00:00,SELL,93665.0,93765.0,93515.0,93765.0,-100.0,SL,100.0,2025-04
2025-04-24 00:00:00+00:00,2025-04-24 00:05:00+00:00,BUY,93722.0,93622.0,93872.0,93622.0,-100.0,SL,100.0,2025-04
2025-04-24 01:35:00+00:00,2025-04-24 01:45:00+00:00,BUY,93398.5,93298.5,93548.5,93298.5,-100.0,SL,100.0,2025-04
2025-04-24 11:25:00+00:00,2025-04-24 11:30:00+00:00,BUY,92386.5,92286.5,92536.5,92286.5,-100.0,SL,100.0,2025-04
2025-04-24 12:15:00+00:00,2025-04-24 12:20:00+00:00,BUY,92631.0,92531.0,92781.0,92531.0,-100.0,SL,100.0,2025-04
2025-04-24 13:40:00+00:00,2025-04-24 13:45:00+00:00,SELL,92549.0,92649.0,92399.0,92649.0,-100.0,SL,100.0,2025-04
2025-04-24 19:10:00+00:00,2025-04-24 19:20:00+00:00,SELL,93205.5,93305.5,93055.5,93305.5,-100.0,SL,100.0,2025-04
2025-04-24 20:00:00+00:00,2025-04-24 20:05:00+00:00,SELL,93436.5,93536.5,93286.5,93536.5,-100.0,SL,100.0,2025-04
2025-04-24 20:45:00+00:00,2025-04-24 21:00:00+00:00,BUY,93411.0,93311.0,93561.0,93311.0,-100.0,SL,100.0,2025-04
2025-04-24 22:40:00+00:00,2025-04-24 22:50:00+00:00,SELL,93406.5,93506.5,93256.5,93256.5,150.0,TP,100.0,2025-04
2025-04-25 01:15:00+00:00,2025-04-25 01:20:00+00:00,SELL,93753.0,93853.0,93603.0,93603.0,150.0,TP,100.0,2025-04
2025-04-25 04:25:00+00:00,2025-04-25 04:30:00+00:00,SELL,93204.0,93304.0,93054.0,93054.0,150.0,TP,100.0,2025-04
2025-04-25 05:05:00+00:00,2025-04-25 05:10:00+00:00,BUY,93167.5,93067.5,93317.5,93317.5,150.0,TP,100.0,2025-04
2025-04-25 06:10:00+00:00,2025-04-25 06:15:00+00:00,BUY,93361.0,93261.0,93511.0,93261.0,-100.0,SL,100.0,2025-04
2025-04-25 09:30:00+00:00,2025-04-25 10:15:00+00:00,BUY,93694.5,93594.5,93844.5,93844.5,150.0,TP,100.0,2025-04
2025-04-25 12:50:00+00:00,2025-04-25 12:55:00+00:00,SELL,94361.5,94461.5,94211.5,94461.5,-100.0,SL,100.0,2025-04
2025-04-25 14:45:00+00:00,2025-04-25 14:50:00+00:00,BUY,95275.0,95175.0,95425.0,95425.0,150.0,TP,100.0,2025-04
2025-04-25 17:00:00+00:00,2025-04-25 17:15:00+00:00,BUY,95309.0,95209.0,95459.0,95459.0,150.0,TP,100.0,2025-04
2025-04-25 19:00:00+00:00,2025-04-25 19:05:00+00:00,BUY,95166.0,95066.0,95316.0,95066.0,-100.0,SL,100.0,2025-04
2025-04-25 19:50:00+00:00,2025-04-25 20:10:00+00:00,BUY,95140.0,95040.0,95290.0,95040.0,-100.0,SL,100.0,2025-04
2025-04-25 23:05:00+00:00,2025-04-25 23:10:00+00:00,BUY,94901.5,94801.5,95051.5,94801.5,-100.0,SL,100.0,2025-04
2025-04-26 00:00:00+00:00,2025-04-26 00:20:00+00:00,BUY,94701.0,94601.0,94851.0,94601.0,-100.0,SL,100.0,2025-04
2025-04-26 00:45:00+00:00,2025-04-26 00:50:00+00:00,BUY,94686.5,94586.5,94836.5,94836.5,150.0,TP,100.0,2025-04
2025-04-26 01:05:00+00:00,2025-04-26 01:15:00+00:00,BUY,94900.0,94800.0,95050.0,94800.0,-100.0,SL,100.0,2025-04
2025-04-26 03:25:00+00:00,2025-04-26 04:25:00+00:00,SELL,94715.5,94815.5,94565.5,94565.5,150.0,TP,100.0,2025-04
2025-04-26 05:35:00+00:00,2025-04-26 05:40:00+00:00,BUY,94650.0,94550.0,94800.0,94550.0,-100.0,SL,100.0,2025-04
2025-04-26 06:10:00+00:00,2025-04-26 07:55:00+00:00,BUY,94632.5,94532.5,94782.5,94532.5,-100.0,SL,100.0,2025-04
2025-04-26 08:25:00+00:00,2025-04-26 08:30:00+00:00,BUY,94632.5,94532.5,94782.5,94532.5,-100.0,SL,100.0,2025-04
2025-04-26 11:20:00+00:00,2025-04-26 11:35:00+00:00,SELL,94097.0,94197.0,93947.0,94197.0,-100.0,SL,100.0,2025-04
2025-04-26 12:45:00+00:00,2025-04-26 13:00:00+00:00,SELL,94133.5,94233.5,93983.5,94233.5,-100.0,SL,100.0,2025-04
2025-04-26 14:00:00+00:00,2025-04-26 14:05:00+00:00,BUY,94161.0,94061.0,94311.0,94061.0,-100.0,SL,100.0,2025-04
2025-04-26 15:50:00+00:00,2025-04-26 16:05:00+00:00,BUY,94339.0,94239.0,94489.0,94239.0,-100.0,SL,100.0,2025-04
2025-04-26 16:35:00+00:00,2025-04-26 16:40:00+00:00,SELL,94188.0,94288.0,94038.0,94038.0,150.0,TP,100.0,2025-04
2025-04-26 17:15:00+00:00,2025-04-26 17:25:00+00:00,SELL,94196.0,94296.0,94046.0,94296.0,-100.0,SL,100.0,2025-04
2025-04-26 18:05:00+00:00,2025-04-26 18:15:00+00:00,BUY,94303.5,94203.5,94453.5,94203.5,-100.0,SL,100.0,2025-04
2025-04-26 18:45:00+00:00,2025-04-26 19:55:00+00:00,SELL,94189.5,94289.5,94039.5,94289.5,-100.0,SL,100.0,2025-04
2025-04-27 00:10:00+00:00,2025-04-27 00:15:00+00:00,BUY,94730.5,94630.5,94880.5,94880.5,150.0,TP,100.0,2025-04
2025-04-27 05:05:00+00:00,2025-04-27 05:10:00+00:00,BUY,94101.0,94001.0,94251.0,94001.0,-100.0,SL,100.0,2025-04
2025-04-27 07:00:00+00:00,2025-04-27 07:05:00+00:00,BUY,94047.5,93947.5,94197.5,93947.5,-100.0,SL,100.0,2025-04
2025-04-27 08:10:00+00:00,2025-04-27 08:45:00+00:00,BUY,94096.0,93996.0,94246.0,94246.0,150.0,TP,100.0,2025-04
2025-04-27 11:05:00+00:00,2025-04-27 12:10:00+00:00,SELL,93941.0,94041.0,93791.0,93791.0,150.0,TP,100.0,2025-04
2025-04-27 12:25:00+00:00,2025-04-27 12:45:00+00:00,SELL,93749.0,93849.0,93599.0,93849.0,-100.0,SL,100.0,2025-04
2025-04-27 16:15:00+00:00,2025-04-27 17:05:00+00:00,SELL,93814.0,93914.0,93664.0,93914.0,-100.0,SL,100.0,2025-04
2025-04-27 20:00:00+00:00,2025-04-27 21:00:00+00:00,SELL,94319.0,94419.0,94169.0,94169.0,150.0,TP,100.0,2025-04
2025-04-27 21:50:00+00:00,2025-04-27 22:00:00+00:00,SELL,94319.5,94419.5,94169.5,94169.5,150.0,TP,100.0,2025-04
2025-04-27 23:00:00+00:00,2025-04-27 23:15:00+00:00,SELL,93781.5,93881.5,93631.5,93631.5,150.0,TP,100.0,2025-04
2025-04-28 00:30:00+00:00,2025-04-28 00:35:00+00:00,BUY,93754.0,93654.0,93904.0,93654.0,-100.0,SL,100.0,2025-04
2025-04-28 02:00:00+00:00,2025-04-28 02:05:00+00:00,BUY,93001.0,92901.0,93151.0,93151.0,150.0,TP,100.0,2025-04
2025-04-28 06:00:00+00:00,2025-04-28 06:40:00+00:00,BUY,94301.0,94201.0,94451.0,94451.0,150.0,TP,100.0,2025-04
2025-04-28 06:55:00+00:00,2025-04-28 07:30:00+00:00,BUY,94520.0,94420.0,94670.0,94670.0,150.0,TP,100.0,2025-04
2025-04-28 07:40:00+00:00,2025-04-28 08:05:00+00:00,BUY,94688.0,94588.0,94838.0,94588.0,-100.0,SL,100.0,2025-04
2025-04-28 10:30:00+00:00,2025-04-28 10:35:00+00:00,BUY,94764.0,94664.0,94914.0,94914.0,150.0,TP,100.0,2025-04
2025-04-28 14:55:00+00:00,2025-04-28 15:00:00+00:00,SELL,94309.0,94409.0,94159.0,94409.0,-100.0,SL,100.0,2025-04
2025-04-28 16:30:00+00:00,2025-04-28 16:35:00+00:00,BUY,93774.0,93674.0,93924.0,93924.0,150.0,TP,100.0,2025-04
2025-04-28 17:10:00+00:00,2025-04-28 17:15:00+00:00,SELL,93592.5,93692.5,93442.5,93692.5,-100.0,SL,100.0,2025-04
2025-04-28 18:10:00+00:00,2025-04-28 18:35:00+00:00,SELL,93830.0,93930.0,93680.0,93930.0,-100.0,SL,100.0,2025-04
2025-04-28 18:45:00+00:00,2025-04-28 19:00:00+00:00,BUY,94064.0,94064.0,94214.0,94214.0,150.0,TP,0.0,2025-04
2025-04-28 19:15:00+00:00,2025-04-28 19:20:00+00:00,BUY,94559.5,94459.5,94709.5,94709.5,150.0,TP,100.0,2025-04
2025-04-28 19:30:00+00:00,2025-04-28 19:40:00+00:00,BUY,94686.0,94586.0,94836.0,94836.0,150.0,TP,100.0,2025-04
2025-04-28 21:10:00+00:00,2025-04-28 21:50:00+00:00,SELL,94325.0,94425.0,94175.0,94425.0,-100.0,SL,100.0,2025-04
2025-04-28 23:45:00+00:00,2025-04-29 00:15:00+00:00,SELL,94933.0,95033.0,94783.0,94783.0,150.0,TP,100.0,2025-04
2025-04-29 01:15:00+00:00,2025-04-29 01:20:00+00:00,SELL,94884.5,94984.5,94734.5,94984.5,-100.0,SL,100.0,2025-04
2025-04-29 02:45:00+00:00,2025-04-29 02:50:00+00:00,SELL,94656.0,94756.0,94506.0,94506.0,150.0,TP,100.0,2025-04
2025-04-29 03:55:00+00:00,2025-04-29 04:10:00+00:00,SELL,94589.0,94689.0,94439.0,94689.0,-100.0,SL,100.0,2025-04
