entry_time,exit_time,direction,entry,sl,tp,exit_price,pnl,result,risk_pts,month
2025-01-03 14:35:00+00:00,2025-01-03 14:40:00+00:00,SELL,96648.5,96748.5,96498.5,96748.5,-100.0,SL,100.0,2025-01
2025-01-03 15:05:00+00:00,2025-01-03 15:10:00+00:00,BUY,97238.5,97138.5,97388.5,97138.5,-100.0,SL,100.0,2025-01
2025-01-03 18:10:00+00:00,2025-01-03 18:25:00+00:00,BUY,98209.5,98109.5,98359.5,98359.5,150.0,TP,100.0,2025-01
2025-01-03 21:45:00+00:00,2025-01-03 21:50:00+00:00,SELL,98176.0,98276.0,98026.0,98276.0,-100.0,SL,100.0,2025-01
2025-01-03 22:45:00+00:00,2025-01-03 23:25:00+00:00,SELL,98257.0,98357.0,98107.0,98107.0,150.0,TP,100.0,2025-01
2025-01-04 00:05:00+00:00,2025-01-04 00:35:00+00:00,SELL,98075.0,98175.0,97925.0,97925.0,150.0,TP,100.0,2025-01
2025-01-04 00:45:00+00:00,2025-01-04 01:35:00+00:00,SELL,97883.0,97983.0,97733.0,97983.0,-100.0,SL,100.0,2025-01
2025-01-04 02:35:00+00:00,2025-01-04 02:45:00+00:00,BUY,98054.0,97954.0,98204.0,98204.0,150.0,TP,100.0,2025-01
2025-01-04 04:00:00+00:00,2025-01-04 04:30:00+00:00,SELL,97998.0,98098.0,97848.0,97848.0,150.0,TP,100.0,2025-01
2025-01-04 05:50:00+00:00,2025-01-04 06:55:00+00:00,SELL,98055.5,98155.5,97905.5,98155.5,-100.0,SL,100.0,2025-01
2025-01-04 10:25:00+00:00,2025-01-04 11:50:00+00:00,BUY,97709.5,97609.5,97859.5,97859.5,150.0,TP,100.0,2025-01
2025-01-04 13:05:00+00:00,2025-01-04 13:15:00+00:00,BUY,97885.0,97785.0,98035.0,97785.0,-100.0,SL,100.0,2025-01
2025-01-04 14:35:00+00:00,2025-01-04 15:05:00+00:00,BUY,98032.5,97932.5,98182.5,97932.5,-100.0,SL,100.0,2025-01
2025-01-04 18:45:00+00:00,2025-01-04 19:05:00+00:00,SELL,97919.5,98019.5,97769.5,98019.5,-100.0,SL,100.0,2025-01
2025-01-04 20:00:00+00:00,2025-01-04 20:20:00+00:00,BUY,98224.5,98124.5,98374.5,98374.5,150.0,TP,100.0,2025-01
2025-01-04 21:15:00+00:00,2025-01-04 21:40:00+00:00,SELL,98499.0,98599.0,98349.0,98349.0,150.0,TP,100.0,2025-01
2025-01-04 22:30:00+00:00,2025-01-04 23:05:00+00:00,BUY,98351.0,98251.0,98501.0,98251.0,-100.0,SL,100.0,2025-01
2025-01-05 00:10:00+00:00,2025-01-05 00:20:00+00:00,BUY,98268.0,98168.0,98418.0,98168.0,-100.0,SL,100.0,2025-01
2025-01-05 01:05:00+00:00,2025-01-05 01:10:00+00:00,SELL,98107.0,98207.0,97957.0,98207.0,-100.0,SL,100.0,2025-01
2025-01-05 04:00:00+00:00,2025-01-05 04:10:00+00:00,BUY,98201.0,98101.0,98351.0,98351.0,150.0,TP,100.0,2025-01
2025-01-05 05:25:00+00:00,2025-01-05 07:55:00+00:00,BUY,98343.5,98243.5,98493.5,98243.5,-100.0,SL,100.0,2025-01
2025-01-05 09:05:00+00:00,2025-01-05 09:10:00+00:00,SELL,97768.0,97868.0,97618.0,97868.0,-100.0,SL,100.0,2025-01
2025-01-05 09:45:00+00:00,2025-01-05 09:50:00+00:00,BUY,97871.5,97771.5,98021.5,97771.5,-100.0,SL,100.0,2025-01
2025-01-05 12:10:00+00:00,2025-01-05 12:15:00+00:00,BUY,97639.0,97539.0,97789.0,97789.0,150.0,TP,100.0,2025-01
2025-01-05 14:45:00+00:00,2025-01-05 14:55:00+00:00,BUY,97732.5,97632.5,97882.5,97882.5,150.0,TP,100.0,2025-01
2025-01-05 15:30:00+00:00,2025-01-05 15:35:00+00:00,BUY,97988.5,97888.5,98138.5,98138.5,150.0,TP,100.0,2025-01
2025-01-05 16:30:00+00:00,2025-01-05 16:45:00+00:00,SELL,97934.5,98034.5,97784.5,98034.5,-100.0,SL,100.0,2025-01
2025-01-05 22:55:00+00:00,2025-01-05 23:05:00+00:00,BUY,98708.5,98608.5,98858.5,98608.5,-100.0,SL,100.0,2025-01
2025-01-06 00:00:00+00:00,2025-01-06 00:15:00+00:00,BUY,98484.5,98384.5,98634.5,98384.5,-100.0,SL,100.0,2025-01
2025-01-06 04:00:00+00:00,2025-01-06 04:15:00+00:00,BUY,99197.0,99097.0,99347.0,99347.0,150.0,TP,100.0,2025-01
2025-01-06 06:35:00+00:00,2025-01-06 06:45:00+00:00,BUY,99669.0,99569.0,99819.0,99569.0,-100.0,SL,100.0,2025-01
2025-01-06 08:10:00+00:00,2025-01-06 08:15:00+00:00,BUY,99560.0,99460.0,99710.0,99460.0,-100.0,SL,100.0,2025-01
2025-01-06 10:40:00+00:00,2025-01-06 11:05:00+00:00,SELL,98754.5,98854.5,98604.5,98854.5,-100.0,SL,100.0,2025-01
2025-01-06 12:55:00+00:00,2025-01-06 13:10:00+00:00,SELL,99127.5,99227.5,98977.5,98977.5,150.0,TP,100.0,2025-01
2025-01-06 14:15:00+00:00,2025-01-06 14:20:00+00:00,SELL,99108.5,99108.5,98958.5,98958.5,150.0,TP,0.0,2025-01
2025-01-06 16:35:00+00:00,2025-01-06 16:40:00+00:00,SELL,102073.0,102173.0,101923.0,101923.0,150.0,TP,100.0,2025-01
2025-01-06 19:40:00+00:00,2025-01-06 19:45:00+00:00,BUY,101976.5,101876.5,102126.5,101876.5,-100.0,SL,100.0,2025-01
2025-01-06 20:45:00+00:00,2025-01-06 20:50:00+00:00,SELL,101793.0,101893.0,101643.0,101893.0,-100.0,SL,100.0,2025-01
2025-01-06 21:20:00+00:00,2025-01-06 21:25:00+00:00,SELL,101909.0,102009.0,101759.0,102009.0,-100.0,SL,100.0,2025-01
2025-01-06 22:15:00+00:00,2025-01-06 22:35:00+00:00,BUY,101831.5,101731.5,101981.5,101981.5,150.0,TP,100.0,2025-01
2025-01-06 23:05:00+00:00,2025-01-06 23:10:00+00:00,BUY,102048.5,101948.5,102198.5,101948.5,-100.0,SL,100.0,2025-01
2025-01-07 00:05:00+00:00,2025-01-07 00:20:00+00:00,SELL,101991.0,102091.0,101841.0,102091.0,-100.0,SL,100.0,2025-01
2025-01-07 03:40:00+00:00,2025-01-07 03:55:00+00:00,SELL,101586.5,101686.5,101436.5,101686.5,-100.0,SL,100.0,2025-01
2025-01-07 08:20:00+00:00,2025-01-07 08:45:00+00:00,BUY,101776.0,101676.0,101926.0,101926.0,150.0,TP,100.0,2025-01
2025-01-07 13:35:00+00:00,2025-01-07 13:45:00+00:00,SELL,100622.5,100722.5,100472.5,100722.5,-100.0,SL,100.0,2025-01
2025-01-07 17:40:00+00:00,2025-01-07 17:45:00+00:00,BUY,97469.0,97369.0,97619.0,97369.0,-100.0,SL,100.0,2025-01
2025-01-07 19:10:00+00:00,2025-01-07 19:15:00+00:00,BUY,97087.0,96987.0,97237.0,96987.0,-100.0,SL,100.0,2025-01
2025-01-07 23:25:00+00:00,2025-01-07 23:30:00+00:00,BUY,97103.5,97003.5,97253.5,97003.5,-100.0,SL,100.0,2025-01
